date,channel,campaign_name,spend_usd,impressions,clicks
2024-01-22,linkedin_outreach,outreach_finance,168.35,528,18
2024-01-22,linkedin_outreach,outreach_tech,143.87,375,10
2024-01-22,linkedin_outreach,outreach_consulting,183.85,495,18
2024-01-23,paid_search,brand_search_q1,183.71,1251,38
2024-01-23,paid_search,competitor_conquest,398.51,2000,71
2024-01-23,paid_search,expert_generic,156.96,685,27
2024-01-23,paid_search,industry_healthcare,268.08,1971,62
2024-01-23,paid_search,industry_finance,331.38,2790,72
2024-01-23,paid_search,retargeting_search,390.66,1633,62
2024-01-23,paid_social,linkedin_experts_v1,344.71,1602,26
2024-01-23,paid_social,linkedin_experts_v2,253.99,756,23
2024-01-23,paid_social,meta_lookalike,229.14,2038,23
2024-01-23,paid_social,meta_retargeting,309.70,1185,41
2024-01-23,paid_social,twitter_thought_leaders,303.15,5620,59
2024-01-23,linkedin_outreach,outreach_healthcare,60.56,277,11
2024-01-23,linkedin_outreach,outreach_finance,108.16,615,13
2024-01-23,linkedin_outreach,outreach_tech,198.89,1194,36
2024-01-23,linkedin_outreach,outreach_consulting,152.96,503,13
2024-01-24,paid_search,brand_search_q1,228.47,1466,36
2024-01-24,paid_search,competitor_conquest,173.21,1161,31
2024-01-24,paid_search,expert_generic,189.18,6937,84
2024-01-24,paid_search,industry_healthcare,255.48,1594,45
2024-01-24,paid_search,industry_finance,196.97,786,26
2024-01-24,paid_search,retargeting_search,390.04,1668,63
2024-01-24,paid_social,linkedin_experts_v1,216.90,994,21
2024-01-24,paid_social,linkedin_experts_v2,256.25,607,17
2024-01-24,paid_social,meta_lookalike,188.02,742,14
2024-01-24,paid_social,meta_retargeting,192.40,466,13
2024-01-24,paid_social,twitter_thought_leaders,369.30,1530,58
2024-01-24,linkedin_outreach,outreach_healthcare,55.41,291,9
2024-01-24,linkedin_outreach,outreach_finance,104.69,1110,16
2024-01-24,linkedin_outreach,outreach_tech,141.06,306,11
2024-01-24,linkedin_outreach,outreach_consulting,142.18,737,22
2024-01-25,paid_search,brand_search_q1,184.80,4647,67
2024-01-25,paid_search,competitor_conquest,285.12,4263,71
2024-01-25,paid_search,expert_generic,320.90,2578,42
2024-01-25,paid_search,industry_healthcare,345.25,2060,45
2024-01-25,paid_search,industry_finance,214.23,1263,47
2024-01-25,paid_search,retargeting_search,309.34,1299,44
2024-01-25,paid_social,linkedin_experts_v1,295.61,1209,24
2024-01-25,paid_social,linkedin_experts_v2,311.37,1962,40
2024-01-25,paid_social,meta_lookalike,130.71,339,10
2024-01-25,paid_social,meta_retargeting,301.35,2060,42
2024-01-25,paid_social,twitter_thought_leaders,318.78,891,22
2024-01-25,linkedin_outreach,outreach_healthcare,173.50,694,16
2024-01-25,linkedin_outreach,outreach_finance,107.99,428,11
2024-01-25,linkedin_outreach,outreach_tech,191.39,1366,21
2024-01-25,linkedin_outreach,outreach_consulting,50.95,538,7
2024-01-26,paid_search,brand_search_q1,151.23,890,22
2024-01-26,paid_search,competitor_conquest,320.78,2834,70
2024-01-26,paid_search,expert_generic,336.27,5379,57
2024-01-26,paid_search,industry_healthcare,327.08,1904,67
2024-01-26,paid_search,industry_finance,384.22,4701,100
2024-01-26,paid_search,retargeting_search,189.07,1038,26
2024-01-26,paid_social,linkedin_experts_v1,273.02,640,20
2024-01-26,paid_social,linkedin_experts_v2,332.01,796,27
2024-01-26,paid_social,meta_lookalike,239.17,812,28
2024-01-26,paid_social,meta_retargeting,376.07,1512,29
2024-01-26,paid_social,twitter_thought_leaders,331.64,3374,40
2024-01-26,linkedin_outreach,outreach_healthcare,158.14,1479,17
2024-01-26,linkedin_outreach,outreach_finance,140.92,482,13
2024-01-26,linkedin_outreach,outreach_tech,127.53,841,15
2024-01-26,linkedin_outreach,outreach_consulting,54.97,349,5
2024-01-27,paid_search,brand_search_q1,150.58,1873,70
2024-01-27,paid_search,competitor_conquest,388.88,3288,117
2024-01-27,paid_search,expert_generic,414.40,4098,159
2024-01-27,paid_search,industry_healthcare,189.00,3477,66
2024-01-27,paid_search,industry_finance,398.32,3613,96
2024-01-27,paid_search,retargeting_search,208.08,806,30
2024-01-27,paid_social,linkedin_experts_v1,251.67,1519,46
2024-01-27,paid_social,linkedin_experts_v2,214.88,963,18
2024-01-27,paid_social,meta_lookalike,317.33,1432,35
2024-01-27,paid_social,meta_retargeting,259.58,750,28
2024-01-27,paid_social,twitter_thought_leaders,142.18,1385,21
2024-01-27,linkedin_outreach,outreach_healthcare,121.52,467,18
2024-01-27,linkedin_outreach,outreach_finance,69.07,295,5
2024-01-27,linkedin_outreach,outreach_tech,60.08,197,4
2024-01-27,linkedin_outreach,outreach_consulting,92.44,391,6
2024-01-28,paid_search,brand_search_q1,246.84,3100,68
2024-01-28,paid_search,competitor_conquest,151.91,1239,33
2024-01-28,paid_search,expert_generic,153.11,1457,21
2024-01-28,paid_search,industry_healthcare,378.94,4513,77
2024-01-28,paid_search,industry_finance,207.84,3797,102
2024-01-28,paid_search,retargeting_search,299.70,6848,90
2024-01-28,paid_social,linkedin_experts_v1,215.02,770,15
2024-01-28,paid_social,linkedin_experts_v2,148.24,376,13
2024-01-28,paid_social,meta_lookalike,160.45,715,15
2024-01-28,paid_social,meta_retargeting,160.69,309,11
2024-01-28,paid_social,twitter_thought_leaders,311.70,1154,31
2024-01-28,linkedin_outreach,outreach_healthcare,74.04,173,6
2024-01-28,linkedin_outreach,outreach_finance,135.89,784,12
2024-01-28,linkedin_outreach,outreach_tech,170.83,2123,30
2024-01-28,linkedin_outreach,outreach_consulting,152.12,312,12
2024-01-29,paid_search,brand_search_q1,172.45,1099,33
2024-01-29,paid_search,competitor_conquest,182.52,4420,45
2024-01-29,paid_search,expert_generic,311.48,3872,70
2024-01-29,paid_search,industry_healthcare,324.40,2143,84
2024-01-29,paid_search,industry_finance,359.86,6583,169
2024-01-29,paid_search,retargeting_search,234.51,1274,47
2024-01-29,paid_social,linkedin_experts_v1,238.22,994,27
2024-01-29,paid_social,linkedin_experts_v2,202.52,455,15
2024-01-29,paid_social,meta_lookalike,222.24,1087,18
2024-01-29,paid_social,meta_retargeting,151.99,764,12
2024-01-29,paid_social,twitter_thought_leaders,189.70,1959,21
2024-01-29,linkedin_outreach,outreach_healthcare,145.53,353,14
2024-01-29,linkedin_outreach,outreach_finance,129.73,255,9
2024-01-29,linkedin_outreach,outreach_tech,158.21,673,14
2024-01-29,linkedin_outreach,outreach_consulting,118.21,804,21
2024-01-30,paid_search,brand_search_q1,305.59,9065,117
2024-01-30,paid_search,competitor_conquest,246.59,1423,33
2024-01-30,paid_search,expert_generic,389.18,2786,71
2024-01-30,paid_search,industry_healthcare,142.21,2043,24
2024-01-30,paid_search,industry_finance,292.63,1488,38
2024-01-30,paid_search,retargeting_search,226.92,2420,90
2024-01-30,paid_social,linkedin_experts_v1,231.14,501,20
2024-01-30,paid_social,linkedin_experts_v2,357.04,1860,29
2024-01-30,paid_social,meta_lookalike,201.06,601,20
2024-01-30,paid_social,meta_retargeting,240.28,981,28
2024-01-30,paid_social,twitter_thought_leaders,345.62,926,30
2024-01-30,linkedin_outreach,outreach_healthcare,140.90,1498,20
2024-01-30,linkedin_outreach,outreach_finance,150.48,494,14
2024-01-30,linkedin_outreach,outreach_tech,113.62,314,8
2024-01-30,linkedin_outreach,outreach_consulting,173.46,877,16
2024-01-31,paid_search,brand_search_q1,307.46,1994,77
2024-01-31,paid_search,competitor_conquest,235.36,2629,61
2024-01-31,paid_search,expert_generic,155.61,2159,66
2024-01-31,paid_search,industry_healthcare,389.49,4521,143
2024-01-31,paid_search,industry_finance,163.37,1053,20
2024-01-31,paid_search,retargeting_search,210.14,898,34
2024-01-31,paid_social,linkedin_experts_v1,173.58,1432,33
2024-01-31,paid_social,linkedin_experts_v2,363.00,1133,27
2024-01-31,paid_social,meta_lookalike,300.48,505,20
2024-01-31,paid_social,meta_retargeting,303.03,971,23
2024-01-31,paid_social,twitter_thought_leaders,255.95,1801,20
2024-01-31,linkedin_outreach,outreach_healthcare,111.24,644,10
2024-01-31,linkedin_outreach,outreach_finance,81.64,197,5
2024-01-31,linkedin_outreach,outreach_tech,183.90,632,15
2024-01-31,linkedin_outreach,outreach_consulting,160.15,899,12
2024-02-01,paid_search,brand_search_q1,406.08,7180,75
2024-02-01,paid_search,competitor_conquest,319.64,2435,44
